10/20/2018 12:00:00 AM
0,8.409447,16.99938,25.6447,34.17904,42.6455,51.12391,59.64642,68.12463,76.54666,85.0134,93.44675,101.869,110.2691,118.7025,127.1467,135.6244,144.0915,152.5697,161.0522,169.5362,8.409447,8.589937,8.645311,8.534348,8.466454,8.478416,8.522507,8.478214,8.422028,8.466743,8.433342,8.422211,8.400124,8.433426,8.444221,8.477661,8.467087,8.478195,8.482574,8.483932,
