10/20/2018 12:00:00 AM
FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RED,FALSE,FALSE,FALSE,FALSE,
8-23-8-23-23-8-23-,8-19-8-19-8-19-,15-16-15-16-15-16-,7-16-7-16-7-16-,6-21-6-21-21-6-21-,3-21-3-21-21-3-21-,5-21-5-21-21-5-21-,6-21-6-21-21-6-21-,22-0-0-22-22-0-22-,6-17-6-17-6-17-17-,10-16-10-16-10-16-,11-20-11-20-20-11-20-,10-20-10-20-20-10-20-,1-23-1-23-23-1-23-,20-15-15-20-20-15-20-,12-23-12-23-23-12-23-16-,15-21-15-21-21-15-21-,2-21-2-21-21-2-21-,3-17-3-17-3-17-12-,2-20-2-20-20-2-20-19-,
